Frame Number,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,y21,x22,y22,x23,y23,x24,y24
000000000050,1115.97,412.615,1004.12,430.136,1018.76,339.066,901.095,315.56,809.746,294.842,992.317,521.447,865.846,527.266,759.819,527.424,815.826,427.316,824.634,386.006,577.408,391.997,368.451,391.978,815.79,465.567,594.94,456.78,365.535,459.61,1121.91,400.797,1130.67,433.044,1101.32,374.348,1104.23,456.717,353.656,518.5,359.536,506.765,341.875,456.581,333.074,353.706,335.999,353.732,353.724
000000000051,1115.88,412.561,1001.3,427.283,1015.95,338.964,892.293,315.428,804.025,294.86,992.32,524.417,859.868,521.415,751.074,527.305,815.792,424.289,818.735,383.051,577.403,389.146,380.209,391.933,815.781,462.675,589.157,456.659,365.395,459.599,1121.83,400.811,1121.96,433.049,1107.13,374.282,1098.38,456.677,350.755,521.409,356.609,506.789,336.061,453.715,333.062,362.47,333.118,359.579,359.495
000000000052,1110.12,412.438,1001.27,424.302,1013.02,336.055,886.457,315.311,795.133,297.735,992.4,515.527,865.854,512.58,762.728,527.207,815.764,424.311,824.562,383.106,577.508,389.151,368.408,391.999,809.966,462.664,592.097,456.619,362.57,456.817,1118.94,397.81,1119.08,430.227,1104.22,377.274,1098.41,456.645,318.419,483.203,338.939,489.144,338.943,453.774,321.379,359.603,327.175,359.507,350.717
000000000053,1107.13,409.717,1001.24,421.351,1012.99,330.161,883.592,315.335,789.278,297.862,992.341,515.529,877.578,506.818,765.648,521.459,815.745,415.567,818.748,377.186,574.529,389.038,368.44,394.926,812.861,459.596,592.104,453.796,368.366,459.767,1116.11,392.047,1118.97,430.224,1104.19,371.372,1101.27,456.664,303.698,465.537,318.369,480.181,341.883,459.595,318.364,362.503,318.374,359.607,344.904
000000000054,1104.21,409.591,1001.32,424.34,1018.75,338.868,889.333,315.382,789.197,297.854,992.392,506.765,877.527,506.752,762.898,512.695,812.887,421.399,815.867,380.209,577.279,388.925,368.482,392.012,812.792,462.546,592.073,456.608,371.379,459.689,1116.06,389.17,1118.88,427.263,1098.43,368.411,1098.37,456.583,324.265,480.308,344.871,492.031,341.929,456.672,330.108,362.535,333.055,362.587,350.746
000000000055,1110.09,409.621,1001.34,418.413,1013.01,335.952,883.595,315.319,786.387,300.743,995.352,506.831,877.51,506.853,765.74,509.727,815.786,418.411,815.837,377.211,577.327,388.933,377.215,392.048,815.807,459.649,597.876,456.575,374.313,456.712,1118.81,391.901,1119.08,424.294,1098.41,368.47,1104.18,453.757,327.245,483.192,344.865,489.076,344.924,453.705,330.147,359.602,336.041,359.619,356.597
000000000056,1110.04,409.595,1004.11,412.689,1013.01,333.05,889.332,315.351,786.348,297.892,995.369,503.755,880.526,506.816,765.841,506.882,812.904,418.497,818.69,377.245,574.463,386.133,368.438,397.856,812.855,459.697,598.011,450.789,380.12,456.713,1116.08,389.131,1119.02,421.435,1098.32,365.627,1104.17,450.78,330.123,477.243,344.9,483.192,356.603,453.793,333.057,362.443,333.068,362.528,350.752
000000000057,1107.11,406.725,1001.28,412.654,1012.96,330.135,889.419,315.303,786.204,300.755,995.274,503.703,874.615,509.633,765.702,506.838,821.686,418.463,827.564,380.127,577.323,386.123,383.125,392.041,821.689,459.627,597.868,447.857,374.25,453.8,1116.01,389.03,1118.89,418.419,1095.51,365.629,1098.37,447.832,321.373,483.236,341.863,486.222,350.759,447.841,339.049,356.649,342.015,356.668,362.466
000000000058,1101.31,403.753,1004.15,412.486,1013.02,324.293,889.365,315.315,783.422,300.769,998.232,492.039,880.608,506.665,765.811,506.846,815.787,415.585,824.562,374.317,583.32,386.124,371.303,394.855,815.752,459.58,595.05,444.916,377.242,450.808,1115.96,388.908,1116.04,415.576,1095.49,365.51,1095.52,444.91,338.867,483.292,344.93,483.303,356.595,442.044,335.972,353.657,338.883,356.658,353.636
000000000059,1098.41,397.905,1007.07,406.714,1012.95,324.221,886.424,315.262,780.429,300.722,998.304,483.181,883.516,506.801,765.875,506.847,821.704,409.678,824.634,365.49,586.2,386.051,377.253,392.013,827.516,453.753,589.126,447.865,380.2,453.732,1115.9,386.139,1115.89,415.464,1098.41,362.574,1095.37,439.043,336.026,483.13,344.888,483.241,359.519,444.913,333.125,356.637,338.914,356.671,359.488
000000000060,1098.44,392.057,1001.25,409.66,1004.17,324.282,883.37,315.264,774.581,303.622,998.175,483.173,883.408,503.879,765.831,506.828,812.789,412.523,812.929,365.569,580.281,386.128,377.206,394.865,812.776,456.654,583.235,442.045,377.259,453.718,1115.91,385.985,1115.93,412.567,1095.45,362.62,1095.31,436.235,339.027,489.101,350.753,489.091,353.704,444.905,336.062,353.734,338.989,356.656,359.498
000000000061,1098.42,391.969,1001.31,409.516,1004.19,324.211,883.53,315.268,771.681,300.698,998.164,483.254,868.754,506.9,762.714,506.872,812.907,409.647,812.939,365.478,580.417,388.882,374.283,392.031,815.791,453.793,592.083,442.034,374.268,453.702,1115.87,383.186,1115.94,412.534,1095.4,359.626,1095.32,439.157,338.936,492.03,347.789,489.127,347.783,444.881,327.226,359.585,333.08,362.43,353.686
000000000062,1098.36,391.929,1001.21,409.572,1001.24,327.25,883.468,312.514,771.671,297.778,998.227,483.098,880.512,506.827,765.694,509.685,812.77,412.498,812.832,365.585,577.403,388.895,377.189,391.981,812.858,456.604,597.887,439.151,377.241,453.813,1113.05,383.138,1115.92,409.687,1092.51,362.432,1092.46,436.148,341.935,494.972,356.664,497.841,353.717,444.91,327.182,362.475,330.152,362.51,353.694
